
16/07/2017:	lZ wG .8 +_ S) r' ~d EL z| co >V kF "; 5? b4 sH 6U NP n0 <- JD Q] iI #g \j B( &1 fA TK qO 
17/07/2017:	;o )4 'h ~_ 8( u} qR Q5 >+ v, 2# 6Z d: "p NB tg G` {3 MC &T Ke L< fW 7O xF mA zX -? n* $% 
18/07/2017:	)[ K^ (r aV 1M Yx 4$ s" Aw RQ f] yN F= +, {L */ &T u| .p qz -9 ic <8 Ck 2% `; t> 7G he 'Z 
19/07/2017:	Gs .? PW BH 8m xD Yg 3e |_ uy Z= b1 XA {! `L /+ E( i} *7 c' jv r; )C 2I &z 4d @U N> ~" tl 
20/07/2017:	,x yC gF $5 EQ @= em #^ z% .B T& ~6 tK Gp )A 4o R? _d M" a9 {X Uf c+ S| NW Vs YI 2] r1 `i 
21/07/2017:	zo p& }' H. !@ |C h( Lm -< l$ ,y 3A +{ 6E N[ O7 ~g rs D> 8W Vn Su ?Z U# \c JF *5 e` a4 _t 
22/07/2017:	0o Ff QH 1@ %O $G AX Jc CS V8 vp 2> ZP '_ u} `a ,= e[ "~ KD ]7 N{ Ts +j -g ml yn 5b qw Y) 
23/07/2017:	x= -P ^+ ld S; qp cV %w 7e DG "B Jf [] >g H{ r5 `i 9M NF XL \? $( @I 8a '* 4h /u b# zA vy 
24/07/2017:	x0 $l Re *a =_ (" S7 JA 9Q vC 34 .Z uw :z ,c 6} <? 8k U{ GM >L 2d 'N fm !; Yo @& 5p Tb #j 
25/07/2017:	a# eA r3 [h :5 s? >m L$ *U N^ }Z H7 |w c- 10 J% _+ fM Wp B~ Xo kS @d iC IF gG ,6 z2 ;] y` 
26/07/2017:	p9 /> Az 6[ (v =e jY a' {C @h mL N2 t# ZQ dK &. $F ): <r 1% "U ]n 8~ ,q kX }B 0l 5+ fW \O 
27/07/2017:	{( Qe LH xv mp 4d 7y .P s_ AG |/ fw "1 KS b~ E\ 3M D2 cY T* NO t^ )+ B$ R` j: 5g }h n] ,> 
28/07/2017:	.A Oj J$ mS c% e4 u` b{ DQ Z+ L! E< [: *t Yn Pq XV o\ Rf NH 7y @= sF 2~ ;T G/ 8? dx MB a^ 
29/07/2017:	3% ob G: 2V !~ j& $u M. \f 9( ?F wv r# ES >W /T et PK HQ di +< 7s [| Nn )h ;X UY Rl JC c6 
30/07/2017:	[H =y sP L> 1_ fZ SK Dt Iq .` <\ 7k #3 hJ @o +u ;i wW C' pY Nz -d ^j GE 0$ 9% m/ BV Rb e2 
31/07/2017:	8- (k G| 9] ms ?5 v4 x' [C oH u" YI ;. $d Lr BU `% w/ :j *> \Z PM hp QJ 7X WT 2b &g @, _R 
01/08/2017:	$R .b 5F Kt uZ >P MQ A0 9{ n* }O x3 _w a4 ^\ @I ?d zW `& H+ 1< [G jU gL /: sp oC l8 r7 S; 
02/08/2017:	'$ 7- Kd ?. pP 4o js xz m" kY :u f> lD +0 U/ |; t1 _% F6 <Q b8 !e w~ *c H) qA rC hM [N GE 
03/08/2017:	{i 6Z G? CM Tw n, ~_ I@ 0W Bo '" .: [e m| l9 FS v/ *] 1( g$ d2 3A -E `V cf PX tO 8z D\ ^s 
04/08/2017:	n# sb 02 ,N fW S4 (' kY 7& $3 )K 1B VR wm Ay >E I. t" `C /z Fq M! [x }Q -] hH \? o6 <* {^ 
05/08/2017:	h) 1# j5 &V `, ?@ nY /C FU AX %E 0. Kw oP u( d{ [9 ;: ^Z za 'y IO B6 Ts e> v_ ND <] M$ W" 
06/08/2017:	UW 08 lC MA {p %a DP fs }T S= 9$ )r d< bK 5h e| .7 EX 3m I@ +J QN #: x* jy G] '" >& i4 t! 
07/08/2017:	6$ 3" oP {: On s5 +H 8N *} g! p> 1Z Y\ w- lF .D 2_ M& qh %7 Ru L) bU 9^ ~A iT CI W4 KS BE 
08/08/2017:	~= sH 6# /W x0 Ka Fi G< qk )p .E !w JN >c jL ,T }* DB Pz _\ fg t$ R% 7; n- &v 2@ OU Ay Q| 
09/08/2017:	>3 `B _8 \f 6G ,< 2; 4! kS XL @K zY :. gb ml dE {5 )Q CR /A ]x DW ^? wN 9+ Pj "# oe TO 'J 
10/08/2017:	f] x5 L: ^t HI !u Qm >q PJ a& g~ 8X 1) \M <U Bc 9i K3 v7 Aw `y ,@ C2 %h -{ 6l rG +" S= sN 
11/08/2017:	XG E1 Fw z. 2* DO r9 7p Vg -= "a Im |s Co ;# !5 )J u? l~ xq {$ _Q @L T} ek hM Kf >4 '6 Y+ 
12/08/2017:	H( >E /k f! Mj L= :3 CV @W hS Td m, [$ ?- cw J_ 2Y FN .{ oR AG zi e' B| 64 DO s" <& %X 5t 
13/08/2017:	h: Ul MC k~ oW Rb 6L 4v x^ F/ 2y V? -7 t{ JX '< !s ,& fm \@ BS Yw E* IP 5d AQ rg j$ 9q a} 
14/08/2017:	eV vS ^% 0i {1 8f x~ E* '| H@ Wu #F nR jd >o 6g t2 4G 3- PU wL K! ZY kr [" Mm `X (A 7b Qc 
15/08/2017:	Q] Jn aX Z? _P rV |F TS %! gx 7) \; b+ 3G /~ M- A9 zI HK }E U1 li Y' 2s {^ ,m v$ B@ fD <: 
16/08/2017:	|P ]q 8d 6v UQ [2 A: )- R\ B} c< 5Y Ib Z^ z0 sG XN H~ 4g 7h O# Ml /{ `_ ta y> Lf xo =S "* 
17/08/2017:	E: -2 nF cU v' CA Z& yW sb p7 +t XD h/ kz 8x l* ~J iQ 1? |m 0O %( =f @B SY a, q< [V >H IT 
18/08/2017:	3) d0 il [Y $! h} 46 j\ Ft Hq oV 'g QB ,| G] =z X. s^ A? Px Cb *e /p `> DL S7 {f Z8 1w 5O 
19/08/2017:	yB 2t ,$ D! l\ 0e pT QX (; P> ud &j "7 4C 3^ mi kI 'q R1 x< *c KA M} G/ SF ~` Y- :Z +J r_ 
20/08/2017:	RJ No ^A Oz 9U 5I \D 8i ~l <` v3 _# a& 7t j$ Q. -; *E qT kS rn (} >M ]f ,B HW :m 'x h" wX 
21/08/2017:	rH qy hw ~o _9 5[ aT LR B! -N Z? kb 'm =I 0c UD fg ^W G2 #V Y< 3t zO "d () e\ +l &{ ip @1 
22/08/2017:	P~ `) hS ZD xV (J <c 6Y RG |/ 4w U[ bA gp f+ yj nI -_ Qz O' o" Nl 0{ d$ ^5 :7 C, @a 2> ;. 
23/08/2017:	J) !U =| Xe -% 5r p\ <4 j6 d{ Ma R, +# Dq &[ Kv W2 (Y /Z 1$ b} Aw ~P _B ic Ih u] OV Ef ;0 
24/08/2017:	s: CR -3 f1 k} ~N uo W( <z ^d U2 *X )] \v ,Y >? Z+ rM h" _D 68 y0 I$ #x `t HP Q@ Ei ;' q[ 
25/08/2017:	_1 >) (L /E vT $P b4 B" ,e Qg VZ kC F@ S} H[ Jq ;A Y- lz K8 ^7 :r sy D3 Xm {& 2! \. wU Oh 
26/08/2017:	1V @+ G? 0F y9 Ce _8 xz ~! (` :" )s }n ;J PY v4 -l >O Rf N< *u Kp Lt iS %$ 6= WB qb rw 2I 
27/08/2017:	<3 E+ iX n5 2b !Z tk ^. s} ja ym &I YK Tf #~ ,' q6 ?l LU dD 7x MN p- =H _A 14 e" gv O{ 8c 
28/08/2017:	+K 13 hy w_ ,? ~E T| ND [5 F) !V 6: 'S qt xo O/ X0 pA f- #n G4 iY %I WU u{ *P l" H. Cs d; 
29/08/2017:	d} HF qc +Y |5 sL ,D Nj :u 7n $- GW ?E l= '~ %3 b/ _^ `i x8 .{ SP ;0 CT 6! ]V Az UZ Bk X< 
30/08/2017:	~& h^ ?8 }$ ax m+ M: X" -U ic 3C I| `n !# s{ N; 5Q Yu db <4 Se B> Ll z' 6, wG /t ]K gP W0 
31/08/2017:	e' iQ 6[ ]T wa b= Yq FN /) ^A `h Zd oH }U g9 t2 1V 0M K" .4 Pr %J *: !, +> p& <3 Ck sX zL 
01/09/2017:	($ Mn 0} T^ k6 r? O3 A/ &) I, c> X| E' SL D; 9* Yb QK jV 1h {o v= ]C zw xN 58 yU dR G# %q 
02/09/2017:	QG fM F^ |o L; 3h u\ i7 sW ,j /5 0A m( [= 4t }- Ya !B X* Dv 1` SN V: g2 yE pk lc eq 9{ T+ 
03/09/2017:	}N 8( %m ). ^J cq t< [P uL p& @_ |M Cw o/ 5B 6: 0X aO F3 *` V- b\ f] s4 !k R{ #G Z7 d2 Ug 
04/09/2017:	pq `0 9a N" 8c K< (Z )% my -~ UQ wG 2T .& R! H' 4t ki {F ;O b6 f_ Ps @V $e 5D j7 rz YW :1 
05/09/2017:	1h l{ +? Ng ED #^ .G jw :* OW Y& kr z` 3' <Q C0 M% y_ 5i L~ ns a" \4 tv /T p} ux -H 8Z B) 
06/09/2017:	Sz 3? 7F aD U% q4 +n Ni ,T tG 1A KO H` 9[ e; .Q {J mw yv <^ lk E8 (= W* gu ~j rc 2] If po 
07/09/2017:	a@ pD J| >c kA hT qV W+ Ie P5 Zn `, ?F &; 1y {! Bo d3 :< Mj 0L fb .# 4= l) 8R [$ 7u mr 2S 
08/09/2017:	AF y( jn BG hJ 6E p< ^+ S- Nm L\ oC 5e i_ Pv as 0D ZK c[ ?k M: x1 ;g .Q ]z Y, tU rI @* #` 
09/09/2017:	BZ #{ 28 =k \e GK H9 s] *} dy FA :( ~g I% &V |q 3c Sx [m 7v C< ", @L uX Db _w '? 0a $- Ej 
10/09/2017:	@t Se q, $y =b H: /> KB f0 a} W4 )7 ^V +x r? #l uO Xc w1 D| TP RQ d] \A Yv Fo 'i ;L ~- 9* 
11/09/2017:	iu T4 M7 Q} ae Wy 3. r) KZ t= #L `O ;J _* wG @I Fp Eb Yf 1B &\ v5 ]^ PA s- 0N !h V" ,( Cc 
12/09/2017:	M7 jO dW mc ho zk _! [; E& $% Ut VX qT (" n- Yl gJ #S *= I^ be )| Q> p] r~ /R ,y 9K x\ CF 
13/09/2017:	K% jc 6e Dw 8Q G3 bP 2Y sk x4 {# r> vN SC ~; !' +X </ 0| B] RU VT o* l( fd zh )@ ?M un m, 
14/09/2017:	Z< IY h_ Kv CE "( D& Ut 'N .S i> \r )f ][ %6 !z :A ;F b^ e8 m= ?W JB +` $g ac /* @- T} xq 
15/09/2017:	C0 Yx 3_ e: `b +m q? $* ZI =p ;! &. ^O "R H4 2h -r ow {u KP (5 \j /' ,9 1) }% fU sQ V< v[ 
16/09/2017:	fw .v {) E/ ]> Nt hy %+ m9 ,& rJ cq I" A! SC 3W kp D? VX M^ ~} =a |# [z BF 'x 2\ uj U( _@ 
17/09/2017:	a: |* ?0 $Q YO '_ uG C# Id mg !~ b8 "E ;x @^ vy 5e }k \t N2 {A [& iU `f Zz ,) KP =L B3 w. 
18/09/2017:	rI b9 3} uC lJ Q` gx )- v/ yF Z_ NR n1 &# ]% ;p \( W+ M^ H[ c: >d Km oS ja !5 =. <A U4 8i 
19/09/2017:	?Z E^ =< o% Fk K2 v0 f/ d; eW #t VY \c $w -a 5b S) X9 Ti Hp ]~ r: U1 !I |h [B q6 +J 84 P_ 
20/09/2017:	(' mi EI a} qT V= "D Kt yC fP 3X :r sN ov ]Z <O -5 gh dA J$ |; 2b Mp >) {e #Q S0 8n 4@ F6 
21/09/2017:	\? }s l^ j5 BS Qk Zq +M zv h; a_ o4 *t g' Y` .R KC /: 6! @u IT cN dp &7 F~ bX #A Vi ") ex 
22/09/2017:	iC l% EK 6< X) L( 37 $* |~ `h "1 Tq Ov #- }' Qg ?_ G, s\ 8Z w] RW ^P zu an Ho f@ e; .S J! 
23/09/2017:	gn %H Y+ mC &~ {^ WF o8 |p .4 B( _M 3$ 5- v" 'U `6 a> [u bO Zl *0 !G P: @L fI ,< AE xh RS 
24/09/2017:	U. $* !r VX 1( ~H RD 6E ac ?" }' Nh \, zs jI wJ &# [> bm ^Q 0y eS lC d] %B +8 ox i@ ;5 g` 
25/09/2017:	&~ _T Y! k* @y KQ iW gJ /Z S' ?B o4 m# G% nM 3l ]O A9 w6 }> 2t fc pR [x jN be 8V h= (. sX 
26/09/2017:	i7 -~ d} `{ p! f= je ,v 6U #T 4S +* &@ <2 0% t8 Mq X| $N r" (n HK sg QP )Y \I kh /_ Lu Cl 
27/09/2017:	%V .^ x? m; 0" cH 15 IK R2 |s XY it g] `J 7W pv e' yF 4M _) 8{ <, GB Sz lT d3 L> Ah f= b} 
28/09/2017:	-; 4C @w B& ?g bG Mx !\ ^* 3u $0 SA fl q6 m" rR U, N# .W O> Z7 `t I' To |H V% /n Qc je E< 
29/09/2017:	tG ;+ *d by v( ]^ Q, )" D- fj W& ~N Ca xg eo lT ML 39 qU 8H nY 6R X| KA #' .V `$ 4h O> <J 
30/09/2017:	cC ]# ?v q$ 0& Bl ~b @V 9{ !8 LU +} 'K wo mr Gf de u% (| i; ^A St [1 Y` =X Hk 4/ T< 2y Z5 
01/10/2017:	vi M9 l& w7 :/ )o JZ zC t0 5V b+ AO {x !- .% Fp yX (* P= "@ u< Ej es [} L1 H2 GK 34 ]r If 
02/10/2017:	/6 Ft ?P Qu Kk zv 1p X' MC !H @4 d< 0I E" yj 9; &. a% #l De \3 7[ 5` +* ]S =J _~ ^| Y- $s 
03/10/2017:	*8 ]j tY {V iU /G Se h! +u Jr Tb f| 4d NZ ,~ .B 2v }X K[ Q' z? ;_ =% "1 :9 F3 qW D$ RM \5 
04/10/2017:	+L %| `D 71 Vv r@ 2/ -C 6R 09 MU 4, Yj b# gH F^ .{ p; =d cE ys f> i5 ?3 u] w' ~o ql )n $8 
05/10/2017:	z| ax w} O1 3e f4 V+ W9 B` 2' _D js (n %Q Rc Pg Mu L? !$ q\ <S )C H. [N J> ip lA {Y 7& o- 
06/10/2017:	%Y )6 B= {a ^O mW >( $& :; <X 2} J1 l, jA G* ZM E9 @e p3 #R f" Sv Uy kq 5/ ?g 4T _F bP w0 
07/10/2017:	fQ L? +n Zh !6 Fo yi k$ R2 'g YO p} :~ d& K> 1T x4 IJ mN @E #. ;, =] \" _t Db Se 05 z% /) 
08/10/2017:	\y he Vv AI :( k2 }" x@ 3q sD ^{ G< ~[ jc `H dO $w 0, !W /i l] fN 4b Mn 1+ rY _u z' -R UQ 
09/10/2017:	,2 #O nQ 3i f@ 1w <E 9z B> .$ lN G5 ^X 7H Ah `\ a' 8L P- ~? Jt {% =K b0 qy }g 64 se "F RC 
10/10/2017:	{N u6 B} Z" g> a] `4 GU j) *1 vf -V /? A+ (7 IO 5d QR to $i nq 3: F% |! Xr Ck bP MT \D <y 
11/10/2017:	`o 8X ($ j< i5 UG sp 4D v~ 7l z0 uS |y T] -+ "c wM 'Z [: Px dt 9& ,} r> Oq =2 Ja )C \R @f 
12/10/2017:	Sf %} m: +i b) uZ P@ #* nA |6 ^' 7K 3M RN ;E gD FB te 82 (H aT _L =o ]~ "s w, IW !? .- JU 
13/10/2017:	d] M> &e "@ 1< .6 p- Z4 |c tr (8 P% O' {y _: [z H, n; l= J0 aK !9 /A Y} jw Fi R7 kG L\ Ss 
14/10/2017:	,m ra Z@ 8~ *t v= AW pj \- 7H h' g? bw KV ^M S9 l& 1y JN "[ fO 0I RP LD 36 (i sT .` +; G$ 
15/10/2017:	,O "j 1x KS 09 c~ q# hN AV {v *F ?[ n/ Yl ^! JU H` >3 s7 8' Zm f4 Ce I) (L Q+ ]& pB _5 }i 
16/10/2017:	6M DC g} /1 in KW Q| ?e )w cm -q H. `S lr y: G^ !J v0 ta 9A >j &N L[ 2Z <d Bo Pb 38 #z @{ 
17/10/2017:	~, -C `r Uq Q2 OY }k GZ _? y7 sw \b px FR 3+ %1 <m =t 'D Wa >! 8/ Jn A( ;e V5 gl I6 #] K@ 
18/10/2017:	n^ /_ <p ]u bO 7R 6$ 3K `y LX *, gY Vh QJ s[ dE z} qc kH fB |x IW (= Pw 4G ?F e# Z& -% U. 
19/10/2017:	5? [j /+ MY bw L] |Q cU 9N K% 1$ 40 }E m- I2 ^A HS F! zv >( dk RJ qV ga 3= "l ;{ 'C TB _t 
20/10/2017:	;b j, .q -< n* M_ L^ 3B N# U[ ]S QW +p 9d ~o l8 7Z H' yI eC 5v uP t= :F fh XJ 12 $} sr E( 
21/10/2017:	-) 4( d" jc ky &* $b u` #Q }g DM ^m 7I ?\ <> ]' {e NL 6f |O +9 SW To t1 2K HC i! Fv .8 qU 
22/10/2017:	Vm yI [H Qj G' ih 1( #p ,k wu gt "Y ~2 .6 4\ |S a^ L% J0 x) o9 8v :* fd CM R@ K} PA /] bD 
23/10/2017:	kI )x 7| Z$ Dv yW [4 !H g% aE 9; *` Fc eB ~& <@ Yj TG Un 0. 'S mL R1 l> qi =, ^r 3] (6 ?u 
24/10/2017:	~g Ho *W /\ vD TQ (G 9. Fh rP tZ YB #8 es `> qa @" A, 4: _2 R{ <' SX f7 mp |n ?K C3 JU $z 
25/10/2017:	gD .& ?} 9Q !j vh l" m[ ;L Br 0X Kn A8 `6 x^ Pz ca {M if NW %$ *\ ,| GV o_ -+ w< Y5 Cy EF 
26/10/2017:	n5 Kw UE Oo 1Y )k &f x@ g< c~ }[ FM \r a: s+ "C yL 7= RV $e v# h6 '4 |I z! iT `G ^% .0 qS 
27/10/2017:	uB 1; >} dT r@ ]n =j 20 p| c( 6y *e /$ ?S 4Y ,L X_ wW b5 8` lC [' !- PD 9f VN i& RJ :z ~h 
28/10/2017:	ZC {a IK F[ ;N d2 Rv O+ M) D6 ~& "] r= (X b| sW e% 9j Si x: T7 m, Q. w5 '- \L z! Pq gY k* 
29/10/2017:	?f p] c} ;5 \K IC x2 :" UR @z ZX kV m_ 39 $1 w# GW q6 &) OB %v 8^ -7 Hr [, o> jt a+ us PJ 
30/10/2017:	?8 ,d #x P[ ~' 0y VG H| 3/ :D O6 r] gE B* I" T$ hw ^} )o _l am @> =N Q5 up Z; Fe -J ts MK 
31/10/2017:	JE 'u $r vq {p 0R Y7 |w i- %A N] <4 >* =M .9 @+ ZL x? (H ,c d~ nV S} 8j 3k eo KF UD O\ X_ 
01/11/2017:	]4 {& -F *) Y< po 8' "0 tB .k Q| ^K n$ Nz 9! D2 S_ #U bm \O j5 +` 3x Mq ,E GT 1? ;W l( Rv 
02/11/2017:	n6 )J ;K a! mC Ab @? U. #- _x c0 3E hZ tW k1 MS L2 ~r p\ `% +7 uO T} dw DB ", ^= H< '* fe 
03/11/2017:	:g Ln pl TD =R ]^ i| V} 2! dw Z9 _{ J[ ,( mA j3 >t zx .- Iu ?E ;5 1S B/ 8\ oP OH k6 <0 "y 
04/11/2017:	N> @4 C, {< 6A el cE !' Gd `; ]y kp [Q 7* +V xI 1W hF $3 Sw ?b j| mn gZ (B L= :^ -9 5t qX 
05/11/2017:	,v !2 +P ./ :x |N 3M ~y RD 'B b? ;F aX gk Ct 5\ YT Zm Us uJ 6[ ji 0d #L =n I9 G_ 7) `( o@ 
06/11/2017:	(" d0 w; N< JW @D Kh uT RF %y e\ 2t jM Y, i4 &} +| sH 8X E> xp 3c =a Qm ~n 1_ r- GZ 5$ O! 
07/11/2017:	;* @k "t Lf wR bP 6q xz Ny K( :G MJ |0 pO -] j# D8 $V UT 'F r< l4 Zg B} \Q 27 Im A/ `_ 9C 
08/11/2017:	`5 |$ )J qY -R ;O <w Ah yt [7 (V MK L* 4& H] jC Di f^ T> WQ 'b 9l }x #F =@ 0v m8 ?P rs ,2 
09/11/2017:	qA -` :O "* 3k >! _6 S| p} Ho n8 4M sw 2j 9? el mf xg N= d1 XC {b ]i JZ IY ;c uB rz VQ ^( 
10/11/2017:	<k N? @% (C Vv -F ut in 5} X4 0b D[ =l 2) ;j Y. :{ 1E BT ,$ K8 |I Ow r/ Rz Ad &U pZ #q ]\ 
11/11/2017:	'e {! ME Z8 C^ >- :R /r f+ vu [b w2 F_ WK a" %V JT tp mH DU hk ,3 Bj il yo cQ 9` AX .N x0 
12/11/2017:	hR Ks (g /U ua y! _Y v{ <e A' 7S lJ c^ zq Zb Li N3 Dn mH VE 4, ?] +9 Xp &[ t) %; :} $j \w 
13/11/2017:	38 &h 9j V` :> '? ZR ~C \/ 4u ni vt *f AJ |b Km ]d ," 2p ;U cl .} =e O1 T< yz !7 o6 aY gS 
14/11/2017:	LK Ui :S kG yI \& J4 %g 0V @c }2 ]n C{ z+ aQ s? !t Op 9; (f v= e7 |3 ^W .` XZ r/ jM ~x <A 
15/11/2017:	Cu LK NX 2b Gk 8^ !Z 6< .` 0? /V rW 4$ >x l+ }Q %B c\ y[ Mo 'E iz ]; ge S& jO -m 3( "~ R= 
16/11/2017:	}: Nv Qp M/ E; I( K] G| 8< S. c9 fg @! XH hP 4Y C' A$ 67 iD =2 x& d~ u+ Be ml sL R? n% >* 
17/11/2017:	&! ^v r( }9 c+ m, NQ w7 gE Me od H- ?\ t% ]z P# f[ XS n: "x 5A 84 *< B/ ;) OK IW 3Z j` D@ 
18/11/2017:	nP hR oC kG $~ XK w| %W =x ,[ `T v( j: 2/ )a t< 9b V" S@ eF y. 4L ?d }# ;\ z1 ]B u+ DH 8q 
19/11/2017:	df g/ 9? #a I2 ,@ 6= KF 7{ ni v_ BZ E) p| lW z" :$ y' [; kQ +U ~5 As cq *x r` o% 1e ^u 8N 
20/11/2017:	uI O7 A, el @g =5 oh 49 a! T. LZ Q[ n& ]t X% /J s" i\ f; d{ *S <2 $z _+ N} 0k Cv :D Mq xW 
21/11/2017:	(h )# i; ?4 o_ :C MU bf 2. Dk \! N> IT 'u Vx sq R{ F6 rj l8 $- 5t Ae wW K| EJ mZ zB nv c< 
22/11/2017:	/v $U `: WP Yz w- y* SN "r n^ _k Rt |[ ce jZ =2 @H 9> B\ ,~ VT s1 O] lM qC L3 JA '# b) uf 
23/11/2017:	;e _< 82 W, !x y` 5q ]~ D- s{ T= bv 7& wQ (% ^d 'p cF O+ :K #k jV ?U Yg NX |R fS MP 0A )L 
24/11/2017:	AO 6j /< 3R '" w_ mY r4 #p f$ ]a I= XH ~* v[ -F hb N; P> ko :! 1Z UJ x& lL W^ (, 2K @8 y| 
25/11/2017:	NY +Q G; R( 1o &= X{ da y5 JM @q >_ 9: j` Pu iW $A Cx ?w -e !Z bf T% O6 BF 4h "< Ic gl H| 
26/11/2017:	,~ *0 %8 Ma #2 up !7 e_ Cs N9 &l AK JO Vd rf h+ Pk <{ |G -. i= HB tU FI `x 1T $m qg D" [Q 
27/11/2017:	-9 yI l< Rs *k BV at PK Ld _# 0? qb =g SJ '^ r5 E> 2D /. "} ,w H1 Q: 73 T6 %8 ~F `N jm nG 
28/11/2017:	RY +n fe $% |t d* Zb E< O@ ?j c4 F; \J 'r {L AX 3u 76 H` )V gi kC ]p 9> so yS }q Pa I( M[ 
29/11/2017:	<A fv q0 jO n; #" @' lw ZR 1C ,S FJ }V =3 Qo T4 p& KX [6 2d ~b 9] Yu +a IN m8 *k |D es g$ 
30/11/2017:	SK sG (` ;w _@ Wn ^# j4 Z| ~' CA E! a- h/ o{ c? lu x3 F< gm =y 0) fe V\ iO X2 pQ qd $8 NT 
01/12/2017:	~6 Ut qP }A LH M\ "$ ;F JW n8 _( eG /* S| g) 3X ?C ow fx =O +' T! ]z Zu p. 4^ @> &K N[ im 
02/12/2017:	CJ l: iB G\ 6D Hh ]x 0' E* ^= ~> fs kj XO c" F1 [n AL )r ZM 89 &7 #R ?- +u .b $a %v Q< Kp 
03/12/2017:	wH .o a% VS mN [l -L 4\ b1 yY Wi 5T sR =Z q: C~ ?# ;n G$ 2h 9j @t k> }X |v P& M) Dc r{ ]^ 
04/12/2017:	O- 0d @4 9M ;E Xq nt lC a" H3 =Q fx P& /6 LN c! {} _z S7 IW YR T? m+ [w K* U) Ve '^ hD :, 
05/12/2017:	q- kO w^ %. nx )T `d Z" 9A oX =G Y3 l@ W+ {I 7# Vz 5& C> Lr 41 gc M! [} f' Db yh <t vQ /6 
06/12/2017:	Z? dK VX b5 Wz h: #i mF y; &2 +S '~ w, aU "T L- Ik }D 8G Y( [Q /A c$ 9M %x uB |R e1 4N l! 
07/12/2017:	,m ]9 i` eW y* Z/ (x 2B ta Q: zF ;k RG wP rS 6! +0 >K lf XN $7 <} )E 8L Jb dq |5 &M Hv IY 
08/12/2017:	aV @( *F b$ Pn Uh Ak ^1 "q =& OC _+ cv z7 #\ lB X/ f~ pi ZR <K W% 6S E0 )Y ?D !` ', [x 3{ 
09/12/2017:	w] Ur |: 2" v+ Fi ,= *' Pg au d& tB Cm D; K4 Ib Ls M~ .# jR $} H[ AN %y 3G nl WS Y\ ZO _E 
